ID,SLST,BPR,OPR,FPR,SFC,T_EoR,T_ToC,T_MdC,Category
778,39542.98195,5.036622526,29.21955377,1.662390701,0.627,30675,6848,5276,0
779,39538.63536,5.036269795,29.1735418,1.669688758,0.627,30678,6848,5274,0
780,39542.13715,5.036622526,29.15942986,1.669186858,0.627,30681,6849,5275,0
781,39542.13715,5.036622526,29.15942986,1.669186858,0.627,30681,6849,5275,0
782,39483.27771,5.038094066,28.92077945,1.67735352,0.627,30653,6849,5273,0
783,39542.98195,5.036622526,29.15942986,1.669186858,0.627,30682,6850,5275,0
784,39436.24974,5.074189936,28.40460594,1.669274445,0.628,30619,6850,5270,0
785,39538.63536,5.036269795,29.18800132,1.663462813,0.627,30674,6850,5277,0
786,39542.98195,5.036622526,29.15942986,1.669186858,0.627,30682,6850,5275,0
787,39542.98195,5.036622526,29.15942986,1.669186858,0.627,30682,6850,5275,0
788,39538.63536,5.036269795,29.18800132,1.663462813,0.627,30674,6850,5277,0
789,39538.63536,5.036269795,29.18800132,1.663462813,0.627,30674,6850,5277,0
790,39532.05143,5.036753695,29.13754641,1.667190118,0.627,30674,6850,5276,0
791,39542.98195,5.03662686,29.15942986,1.669186858,0.627,30682,6850,5275,0
792,39535.37899,5.037959528,29.13876371,1.667270617,0.627,30675,6850,5276,0
793,39542.98195,5.038116901,29.13148008,1.667243739,0.627,30681,6851,5277,0
794,39553.20104,5.038156824,29.14044796,1.667318065,0.627,30689,6852,5278,0
795,39297.19723,5.04493333,28.40654555,1.669310554,0.627,30532,6852,5277,0
796,39542.98195,5.023995942,29.32805312,1.662177932,0.627,30677,6852,5281,0
797,39310.69174,5.045083426,28.44207711,1.669091509,0.627,30540,6852,5277,0
798,39566.3998,5.03867082,29.15209293,1.669156018,0.627,30699,6852,5277,0
799,39542.13715,5.036622526,29.15942986,1.663820875,0.627,30679,6852,5279,0
800,39593.09651,5.033293442,29.32805312,1.661769651,0.627,30709,6852,5280,0
801,39542.98195,5.036622526,29.14085772,1.66630814,0.627,30682,6853,5279,0
802,39543.52087,5.036438826,29.15330417,1.662466705,0.627,30680,6853,5280,0
803,39542.98195,5.036622526,29.14085772,1.661769651,0.627,30680,6854,5281,0
804,39542.98195,5.036622526,29.14085772,1.662390701,0.627,30680,6854,5281,0
805,39542.98195,5.036622526,29.14085772,1.662390701,0.627,30680,6854,5281,0
806,39542.98195,5.036622526,29.14085772,1.661769651,0.627,30680,6854,5281,0
807,39542.98195,5.036622526,29.14085772,1.661769651,0.627,30680,6854,5281,0
808,39561.89275,5.036622526,29.14974822,1.669186858,0.627,30697,6854,5279,0
809,39537.61591,5.034901268,29.12350201,1.667123743,0.627,30680,6854,5280,0
810,39542.98195,5.036622526,29.14085772,1.661769651,0.627,30680,6854,5281,0
811,39542.98195,5.036622526,29.14085772,1.661609056,0.627,30679,6854,5281,0
812,39542.98195,5.036622526,29.13919433,1.662390701,0.627,30680,6854,5281,0
813,39542.98195,5.036622526,29.13157956,1.663460764,0.627,30681,6854,5281,0
814,39542.98195,5.03668267,29.13157956,1.663385894,0.627,30681,6854,5281,0
815,39542.98195,5.036622526,29.14085772,1.661769651,0.627,30680,6854,5281,0
816,39542.98195,5.036622526,29.13157956,1.663460764,0.627,30681,6854,5281,0
817,39542.98195,5.036622526,29.13157956,1.663460764,0.627,30681,6854,5281,0
818,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
819,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
820,39310.69174,5.045002256,28.40460594,1.669090816,0.627,30543,6855,5279,0
821,39588.53403,5.038122853,29.1706726,1.668910426,0.627,30715,6855,5280,0
822,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
823,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
824,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
825,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
826,39310.69174,5.045310248,28.40460594,1.669190163,0.627,30543,6855,5279,0
827,38917.56656,5.004175911,27.84775493,1.667116115,0.628,30299,6855,5286,0
828,39310.69174,5.045083426,28.40460594,1.669090816,0.627,30543,6855,5279,0
829,39555.01644,5.036622526,29.14085772,1.661769651,0.627,30689,6856,5282,0
830,39542.98195,5.034947711,29.14085772,1.661787039,0.627,30681,6856,5282,0
831,39535.8147,5.035989345,29.09742604,1.663815864,0.627,30678,6856,5282,0
832,39501.52066,5.038606348,28.94222297,1.667321757,0.627,30661,6857,5282,0
833,39542.98195,5.036936353,29.06987546,1.667833337,0.627,30687,6857,5281,0
834,39542.98195,5.036837702,29.07042841,1.667173098,0.627,30686,6857,5282,0
835,39542.98195,5.036896972,29.06572421,1.667162823,0.627,30687,6857,5282,0
836,39542.98195,5.038407721,29.03252329,1.667793341,0.627,30688,6858,5282,0
837,39558.42772,5.016842242,29.35359543,1.667278174,0.627,30695,6858,5286,0
838,39567.27574,5.036622526,29.14085772,1.662390701,0.627,30699,6858,5284,0
839,39538.63536,5.027485891,29.18800132,1.663256379,0.627,30681,6858,5285,0
840,39591.41057,5.036622526,29.15942986,1.669186858,0.627,30719,6858,5282,0
841,39269.01168,5.025957326,28.49645663,1.663462813,0.627,30516,6859,5286,0
842,39645.01709,5.036622526,29.32805312,1.661769651,0.627,30747,6859,5284,0
843,39372.10652,5.045798092,28.50203336,1.667115157,0.627,30583,6859,5282,0
844,39318.86547,5.035631405,28.47710095,1.662129514,0.627,30548,6860,5286,0
845,39348.75683,5.04600006,28.41392306,1.664064879,0.627,30569,6861,5285,0
846,39317.12333,5.051422524,28.25342244,1.667270145,0.627,30552,6861,5283,0
847,39323.69968,5.03504672,28.49446646,1.666906634,0.627,30554,6861,5286,0
848,39348.75683,5.04600006,28.41392306,1.664064879,0.627,30569,6861,5285,0
849,39678.68832,5.038017658,29.31817463,1.667477127,0.627,30775,6861,5284,0
850,39299.41787,5.045793121,28.25232123,1.669716084,0.627,30543,6862,5285,0
851,39372.10652,5.046575681,28.24906422,1.686322119,0.627,30606,6863,5280,0
852,39542.98195,5.011814669,29.32805312,1.662973086,0.627,30687,6863,5292,0
853,39678.68832,5.038017658,29.29775974,1.667477127,0.627,30776,6863,5286,0
854,39542.98195,5.03495582,29.03699951,1.661772187,0.627,30687,6863,5288,0
855,39310.69174,5.045083426,28.25385633,1.669090816,0.627,30552,6865,5287,0
856,39535.57052,5.038094066,28.92077945,1.667076203,0.627,30689,6865,5288,0
857,39371.51754,5.04600006,28.40675976,1.664064879,0.627,30587,6865,5288,0
858,39351.54369,5.038094066,28.46939002,1.662636343,0.627,30572,6865,5289,0
859,39372.10652,5.034901268,28.54631636,1.667123743,0.627,30588,6866,5289,0
860,39310.69174,5.033174805,28.40460594,1.667037951,0.627,30551,6866,5290,0
861,39372.74615,5.045156054,28.40460594,1.669081981,0.627,30591,6866,5287,0
862,39348.75683,5.02747518,28.57716257,1.664264732,0.627,30572,6866,5292,0
863,39376.12465,5.04493333,28.41395913,1.669435741,0.627,30593,6866,5287,0
864,39370.23828,5.048966606,28.34627921,1.66940716,0.627,30590,6866,5287,0
865,39374.60086,5.046005031,28.41066605,1.664064879,0.627,30589,6866,5288,0
866,39696.55881,5.034905846,29.32805312,1.667927892,0.627,30791,6866,5289,0
867,39313.20628,5.036341685,28.3524993,1.663462813,0.627,30552,6867,5291,0
868,39542.98195,5.036622526,28.96099648,1.661820342,0.627,30691,6867,5291,0
869,39307.3858,5.038290763,28.28927294,1.662621846,0.628,30549,6868,5292,0
870,39726.45017,5.045274433,29.26487523,1.664055839,0.627,30808,6868,5290,0
871,39527.33496,5.03503769,28.92143592,1.662120474,0.627,30683,6868,5292,0
872,39542.98195,5.036634999,28.93349682,1.661769651,0.627,30693,6869,5292,0
873,39696.55881,5.034905778,29.32805312,1.662120474,0.627,30788,6869,5292,0
874,39538.63536,5.036269795,28.91008313,1.663462813,0.627,30692,6869,5293,0
875,39696.55881,5.034905778,29.32805312,1.662120474,0.627,30788,6869,5292,0
876,39696.55881,5.036572484,29.31273226,1.662117937,0.627,30788,6869,5292,0
877,39489.23925,5.049873946,28.56784545,1.669769445,0.627,30668,6870,5290,0
878,39398.17431,5.04493333,28.40654555,1.669435741,0.627,30611,6870,5291,0
879,39360.81523,5.038094066,28.40726211,1.667257467,0.627,30586,6870,5292,0
880,39665.87334,5.027102792,29.32805312,1.662177932,0.627,30770,6871,5295,0
881,39367.98803,5.025957326,28.54806951,1.663805692,0.627,30590,6873,5297,0
882,39354.31742,5.04520087,28.23749944,1.669264939,0.627,30587,6874,5294,0
883,39678.68832,5.024375845,29.31817463,1.666921931,0.627,30785,6874,5298,0
884,39317.29354,5.036618017,28.23749944,1.6670821,0.627,30564,6875,5297,0
885,39372.10652,5.034686093,28.41670852,1.661720296,0.627,30594,6875,5297,0
886,39372.10652,5.034901268,28.41508823,1.662161176,0.627,30594,6875,5297,0
887,39372.10652,5.045798092,28.24906422,1.667123743,0.627,30599,6876,5296,0
888,39317.29354,5.034901268,28.23749944,1.667490381,0.627,30565,6876,5298,0
889,39372.10652,5.045652757,28.24906422,1.669176607,0.627,30600,6876,5295,0
890,39372.10652,5.045798092,28.24906422,1.667123743,0.627,30599,6876,5296,0
891,39372.10652,5.04618263,28.24906422,1.666946873,0.627,30598,6876,5295,0
892,39372.10652,5.004039456,28.79281863,1.667416229,0.627,30596,6876,5303,0
893,39317.21681,5.034901268,28.2376439,1.667142231,0.627,30565,6876,5298,0
894,39372.18325,5.045798092,28.24891976,1.666829344,0.627,30599,6876,5296,0
895,39317.29354,5.0349012,28.23749944,1.661682963,0.628,30562,6876,5298,0
896,39317.29354,5.034901268,28.23749944,1.667490381,0.627,30565,6876,5298,0
897,39317.29354,5.034901268,28.23749944,1.667490381,0.627,30565,6876,5298,0
898,39366.45643,5.036839661,28.34627921,1.667197745,0.627,30595,6876,5298,0
899,39317.29354,5.034901268,28.23749944,1.667490381,0.627,30565,6876,5298,0
900,39436.24974,5.045083426,28.40460594,1.669046731,0.627,30640,6877,5296,0
901,39442.85153,5.044873013,28.42006485,1.669519699,0.627,30645,6877,5296,0
902,39690.96894,5.036622526,29.17510713,1.662390701,0.627,30793,6877,5299,0
903,39442.85153,5.044873013,28.42006485,1.669519699,0.627,30645,6877,5296,0
904,39372.10652,5.044324116,28.24906422,1.667123743,0.627,30600,6877,5297,0
905,39443.46446,5.044873013,28.42141527,1.669519699,0.627,30645,6877,5296,0
906,39442.85153,5.044873013,28.41893861,1.669438277,0.627,30645,6877,5296,0
907,39442.85153,5.044873013,28.42006485,1.669420788,0.627,30645,6877,5296,0
908,39442.85153,5.044873013,28.43452437,1.663293754,0.627,30641,6877,5297,0
909,39442.85153,5.044873013,28.42006485,1.669519699,0.627,30645,6877,5296,0
910,39359.39473,5.038555419,28.28727082,1.664299489,0.627,30590,6878,5299,0
911,39442.85153,5.034622364,28.54602772,1.667446297,0.627,30644,6878,5299,0
912,39542.98195,5.009788707,29.14085772,1.661769651,0.627,30700,6878,5304,0
913,39442.85153,5.044870956,28.42006485,1.667046837,0.627,30644,6878,5297,0
914,39442.85153,5.044873013,28.42006485,1.666053845,0.627,30643,6878,5298,0
915,39372.10652,5.034901268,28.34627921,1.667123743,0.627,30601,6879,5300,0
916,39372.10652,5.034901268,28.34627921,1.667123743,0.627,30601,6879,5300,0
917,39372.10652,5.034901268,28.3469702,1.667123743,0.627,30601,6879,5300,0
918,39372.10652,5.034901268,28.34627921,1.667123743,0.627,30601,6879,5300,0
919,39372.10652,5.034901268,28.34627921,1.667123743,0.627,30601,6879,5300,0
920,39372.10652,5.034789992,28.34627921,1.667257056,0.627,30601,6879,5300,0
921,39372.10652,5.036639601,28.24906422,1.679781325,0.627,30611,6879,5296,0
922,39359.39473,5.038555419,28.24906857,1.667204036,0.627,30594,6880,5300,0
923,39442.85153,5.044873013,28.37567992,1.669199249,0.627,30648,6880,5299,0
924,39359.39473,5.038555419,28.24906857,1.667204036,0.627,30594,6880,5300,0
925,39359.39473,5.038555419,28.24906857,1.667204036,0.627,30594,6880,5300,0
926,39359.39473,5.038555419,28.24906857,1.667204036,0.627,30594,6880,5300,0
927,39359.39473,5.038555419,28.24906857,1.667204036,0.627,30594,6880,5300,0
928,39351.98034,5.038094066,28.23300638,1.667158699,0.627,30590,6880,5300,0
929,39357.35981,5.024342732,28.40536735,1.669441526,0.627,30595,6881,5303,0
930,39372.10652,5.034901268,28.31777617,1.667123743,0.627,30603,6881,5301,0
931,39459.1199,5.04493333,28.38737549,1.669434013,0.627,30660,6882,5300,0
932,39377.47256,5.036622526,28.28499207,1.669186858,0.627,30609,6882,5302,0
933,39360.66264,5.037832251,28.23749944,1.667490381,0.627,30597,6882,5301,0
934,39549.74526,5.04600006,28.63103331,1.664064879,0.627,30711,6882,5301,0
935,39317.8726,5.034901268,28.15492254,1.667490381,0.627,30571,6882,5302,0
936,39349.34582,5.033744136,28.25622752,1.667181652,0.627,30590,6882,5302,0
937,39372.10652,5.03346969,28.32419774,1.66235162,0.627,30601,6882,5303,0
938,39352.95775,5.033744136,28.26290802,1.667222653,0.627,30592,6882,5303,0
939,39351.96741,5.033813478,28.24906422,1.667124199,0.627,30592,6883,5303,0
940,39360.81523,5.038094066,28.21733682,1.667270145,0.627,30598,6883,5302,0
941,39814.82347,5.038077879,29.3452821,1.667408433,0.627,30879,6883,5301,0
942,39372.34756,5.036847557,28.26296915,1.667409215,0.627,30605,6883,5303,0
943,39360.07203,5.033744136,28.24906422,1.667123743,0.627,30598,6884,5304,0
944,39349.62168,5.044926182,28.06629753,1.669488029,0.627,30594,6884,5302,0
945,39542.98195,5.003483174,29.14085772,1.662390701,0.627,30705,6884,5310,0
946,39372.10652,5.034901268,28.24906422,1.667123743,0.627,30607,6885,5305,0
947,39372.10652,5.033775186,28.24906422,1.65727969,0.628,30602,6885,5307,0
948,39372.10652,5.034901268,28.24837323,1.667123743,0.627,30607,6885,5305,0
949,39372.10652,5.034901268,28.25370138,1.667123049,0.627,30607,6885,5305,0
950,39372.10652,5.034901268,28.24906422,1.667123743,0.627,30607,6885,5305,0
951,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
952,39372.10652,5.033744136,28.24906422,1.667181652,0.627,30608,6886,5306,0
953,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
954,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
955,39372.10652,5.033744136,28.24913101,1.667123743,0.627,30608,6886,5306,0
956,39372.10652,5.033744136,28.24906422,1.667181652,0.627,30608,6886,5306,0
957,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
958,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
959,39371.4936,5.033744136,28.2477138,1.667123743,0.627,30607,6886,5306,0
960,39372.10652,5.033744136,28.24906422,1.667181652,0.627,30608,6886,5306,0
961,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
962,39372.10652,5.033744136,28.24906422,1.667123743,0.627,30608,6886,5306,0
963,39372.10652,5.033744136,28.24906422,1.667222653,0.627,30608,6886,5306,0
964,39372.10652,5.033744136,28.24906422,1.667181652,0.627,30608,6886,5306,0
965,39372.10652,5.033744136,28.24906422,1.667222653,0.627,30608,6886,5306,0
966,39372.10652,5.033744136,28.24906422,1.667228248,0.627,30608,6886,5306,0
967,39372.10652,5.027435041,28.34627921,1.667123743,0.627,30606,6886,5306,0
968,39372.10652,5.034135475,28.24578396,1.667212819,0.627,30608,6886,5306,0
969,39372.10652,5.033744136,28.24906422,1.66323883,0.627,30606,6886,5306,0
970,39491.37541,5.04493333,28.40654555,1.669435741,0.627,30684,6887,5304,0
971,39442.85153,5.034901268,28.40548154,1.669429337,0.627,30653,6887,5306,0
972,39390.68891,5.035086105,28.26145361,1.667447069,0.627,30621,6888,5307,0
973,39312.97146,5.033744136,28.0651107,1.667181652,0.627,30573,6888,5307,0
974,39442.85153,5.045729941,28.24906422,1.667446297,0.627,30654,6888,5305,0
975,39442.85153,5.034901268,28.3881094,1.667446297,0.627,30653,6889,5307,0
976,39372.10652,5.033694068,28.18385312,1.662309541,0.628,30609,6890,5310,0
977,39372.10652,5.033744136,28.19698208,1.667181652,0.627,30611,6890,5309,0
978,39842.13607,5.036269795,29.18800132,1.67975545,0.627,30916,6890,5303,0
979,39396.49981,5.033744136,28.24906422,1.667431348,0.627,30627,6891,5309,0
980,39357.35981,5.024342732,28.24906857,1.669391034,0.627,30604,6892,5311,0
981,39679.70894,5.038094066,28.89828143,1.667257467,0.627,30803,6892,5309,0
982,39717.44426,5.02522579,29.14382085,1.669577728,0.627,30827,6892,5311,0
983,39542.98195,5.036622526,28.57138011,1.661834499,0.627,30716,6893,5311,0
984,39532.6297,5.04658188,28.41392306,1.664064879,0.627,30711,6893,5309,0
985,39442.85153,5.034587441,28.3084817,1.662003661,0.627,30656,6894,5312,0
986,39387.92883,5.028456859,28.24911256,1.667222653,0.627,30624,6894,5312,0
987,39449.3765,5.037955018,28.2707994,1.667321367,0.627,30663,6895,5312,0
988,39372.10652,5.022159463,28.24906422,1.660726132,0.628,30613,6895,5315,0
989,39466.21995,5.038440868,28.25825663,1.674073443,0.627,30680,6896,5311,0
990,39544.55604,5.04493333,28.40654555,1.670693005,0.627,30726,6896,5310,0
991,39449.3765,5.037961491,28.24906422,1.667454065,0.627,30665,6896,5313,0
992,39584.99448,5.04600006,28.50547927,1.664101223,0.627,30747,6897,5312,0
993,39442.85153,5.034901268,28.24906422,1.667446297,0.627,30662,6898,5315,0
994,39442.85153,5.034901268,28.24906885,1.667446297,0.627,30662,6898,5315,0
995,39442.85153,5.034901268,28.24906422,1.667446297,0.627,30662,6898,5315,0
996,39466.21995,5.038440868,28.24906422,1.666812571,0.627,30677,6899,5315,0
997,39442.85153,5.034901268,28.23749944,1.667446297,0.627,30663,6899,5315,0
998,39442.85153,5.034901268,28.23749944,1.667446297,0.627,30663,6899,5315,0
999,39466.21995,5.038440868,28.24906422,1.666812571,0.627,30677,6899,5315,0
1000,39442.85153,5.034901268,28.23749944,1.667446297,0.627,30663,6899,5315,0
1001,39442.85153,5.034901268,28.23743265,1.667446297,0.627,30663,6899,5315,0
1002,39442.85153,5.034901268,28.23749944,1.667446297,0.627,30663,6899,5315,0
1003,39438.43875,5.034721367,28.21171534,1.663199147,0.627,30659,6900,5317,0
1004,39893.65486,5.066908054,28.93976915,1.667313557,0.627,30944,6900,5309,0
1005,39459.13614,5.034123679,28.24906422,1.667123743,0.627,30675,6901,5318,0
1006,39469.19548,5.036622526,28.24169456,1.661761166,0.627,30679,6901,5318,0
1007,39340.22789,5.046849405,27.76108734,1.667190424,0.628,30603,6901,5315,0
1008,39542.98195,5.036524713,28.45290239,1.661769651,0.627,30723,6901,5317,0
1009,39372.10652,5.033744136,28.00202452,1.667060605,0.627,30623,6902,5318,0
1010,39488.27318,5.033345526,28.28366858,1.663462813,0.627,30694,6905,5321,0
1011,39932.35487,5.037962154,29.32739665,1.667158699,0.627,30971,6905,5319,0
1012,39542.98195,5.036622526,28.39481946,1.661769651,0.627,30727,6905,5320,0
1013,39542.98195,5.036622526,28.35113993,1.654917667,0.628,30725,6906,5324,0
1014,39607.60494,5.04493333,28.41894429,1.669435741,0.627,30773,6906,5319,0
1015,39502.49006,5.036718195,28.2483923,1.667190118,0.627,30707,6907,5321,0
1016,39546.31212,5.034901268,28.34627921,1.667123743,0.627,30736,6910,5324,0
1017,39640.00217,5.04493333,28.40654555,1.669435741,0.627,30799,6913,5324,0
1018,39542.00498,5.037971754,28.24906422,1.66799864,0.627,30737,6913,5325,0
1019,39542.98195,5.036622526,28.24169456,1.661600572,0.627,30736,6914,5328,0
1020,39547.46878,5.033744136,28.24906422,1.6673003,0.627,30744,6917,5330,0
1021,39542.98195,5.036622526,28.19021521,1.661769651,0.627,30739,6918,5330,0
1022,39670.36387,5.045083426,28.40460594,1.669090816,0.627,30823,6918,5328,0
1023,39564.69201,5.036665506,28.22374529,1.667156279,0.627,30757,6920,5331,0
1024,39872.93001,5.038120688,28.97035737,1.667408433,0.627,30949,6921,5332,0
1025,39702.04185,5.045083426,28.40340268,1.669090816,0.627,30847,6924,5333,0
1026,39612.61586,5.038729839,28.24902963,1.667203395,0.627,30791,6925,5335,0
1027,39979.47404,5.036622526,29.15942986,1.662453933,0.627,31018,6929,5339,0
1028,39569.52005,5.024342732,28.22736334,1.669391034,0.627,30771,6931,5342,0
1029,39916.70788,5.038094066,28.92077945,1.667158699,0.627,30986,6932,5341,0
1030,39633.65727,5.033744136,28.24906422,1.667123743,0.627,30811,6933,5342,0
1031,39919.71703,5.038094025,28.92077945,1.667158699,0.627,30988,6933,5341,0
1032,39787.93037,5.04493333,28.41894429,1.669435741,0.627,30914,6938,5344,0
1033,39916.70788,5.038094066,28.84051109,1.667158699,0.627,30991,6938,5345,0
1034,39648.24918,5.033915866,28.08593485,1.667055865,0.627,30833,6946,5352,0
1035,39876.28171,5.044873013,28.39800074,1.669519699,0.627,30984,6955,5357,0
1036,39781.23994,5.033744136,28.24906422,1.667315313,0.627,30926,6959,5362,0
